Company Name,Title,First Name,Last Name,Organisation Name,Location,Speciality,City,Country of Principal Practice,Institution Name,Address Line1,Address Line2,Post Code,County,TOV Category,TOV Type,Amount,Joint Working Link,% of all HCP HCO in Aggregate,No of HCP HCO in Aggregate
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,651,,,
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,4,
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Fee for service and consultancy,Fees,6116,,,
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,3,
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,1
BioMarin Europe Ltd,_,BioMarin Europe Ltd,BioMarin Europe Ltd,,,Miscellaneous,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,8854,,,
BioMarin Europe Ltd,,,,BioMarin Europe Ltd,,,BioMarin Europe Ltd,United Kingdom,,BioMarin Europe Ltd,,XX,Undefined,Research & Development,Research & Development,2052823,,,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,53,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,57
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,18241.34,,,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,59,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,111
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,124209.1,,,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,71,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,75
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Fee for service and consultancy,Fees,183397.52,,,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,75,
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,60
Biogen Idec Ltd,_,Biogen Idec Ltd,Biogen Idec Ltd,,,Miscellaneous,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,32114.77,,,
Biogen Idec Ltd,,,,Biogen Idec Ltd,,,Biogen Idec Ltd,United Kingdom,,Biogen Idec Ltd,,XX,Undefined,Research & Development,Research & Development,2808694.65,,,
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,6,
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,3
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,342.8,,,
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Fee for service and consultancy,Fees,0,,41,
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Fee for service and consultancy,Fees,0,,,12
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Fee for service and consultancy,Fees,20081.5,,,
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,42,
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,10
Biotest UK,_,Biotest UK,Biotest UK,,,Miscellaneous,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,6086.7,,,
Biotest UK,,,,"Biotest UK,Biotest UK",,,Biotest UK,United Kingdom,,Biotest UK,,XX,Undefined,Research & Development,Research & Development,808273.8,,,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,85,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,203
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,147181.06,,,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,83.15,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,153
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,155623.03,,,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,80.89,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,364
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Fee for service and consultancy,Fees,435045.71,,,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,81.9,
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,95
Boehringer Ingelheim Ltd,_,Boehringer Ingelheim Ltd,Boehringer Ingelheim Ltd,,,Miscellaneous,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,87551.32,,,
Boehringer Ingelheim Ltd,,,,Boehringer Ingelheim Ltd,,,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,1500,,,
Boehringer Ingelheim Ltd,,,,Boehringer Ingelheim Ltd,,,Boehringer Ingelheim Ltd,United Kingdom,,Boehringer Ingelheim Ltd,,XX,Undefined,Research & Development,Research & Development,3242753.24,,,
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,32,
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,6
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,425.88,,,
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,58,
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,11
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,1720.07,,,
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,16,
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,3
Bracco UK Ltd,_,Bracco UK Ltd,Bracco UK Ltd,,,Miscellaneous,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,3000,,,
Bracco UK Ltd,,,,Bracco UK Ltd,,,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,700,,,
Bracco UK Ltd,,,,Bracco UK Ltd,,,Bracco UK Ltd,United Kingdom,,Bracco UK Ltd,,XX,Undefined,Research & Development,Research & Development,29198,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,91,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,147
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,15327,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,79,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,153
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,146818,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,67,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,318
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,444438,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,74,
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,110
Bristol-Myers Squibb Pharmaceuticals Ltd,_,Bristol-Myers Squibb Pharmaceu,Bristol-Myers Squibb Pharmaceu,,,Miscellaneous,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,64564,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,2,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,5
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,3231,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,20,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,7
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,30160,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,7,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,1
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,1046,,,
Bristol-Myers Squibb Pharmaceuticals Ltd,,,,Bristol-Myers Squibb Pharmaceuticals Ltd,,,Bristol-Myers Squibb Pharmaceuticals Ltd,United Kingdom,,Bristol-Myers Squibb Pharmaceuticals Ltd,,XX,Undefined,Research & Development,Research & Development,14127256,,,
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,42.86,
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,21
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Registration Fees,14350,,,
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,46.93,
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,260
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,105048.2,,,
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Fee for service and consultancy,Fees,0,,61.3,
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Fee for service and consultancy,Fees,0,,,95
Britannia Pharmaceuticals,_,Britannia Pharmaceuticals,Britannia Pharmaceuticals,,,Miscellaneous,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Fee for service and consultancy,Fees,90981.19,,,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,64.71,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,11
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,24453,,,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,100,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,1
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,289.44,,,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,80,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,,4
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,61913.5,,,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Fee for service and consultancy,Fees,0,,38.46,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Fee for service and consultancy,Fees,0,,,5
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Fee for service and consultancy,Fees,1810.25,,,
Britannia Pharmaceuticals,,,,Britannia Pharmaceuticals,,,Britannia Pharmaceuticals,United Kingdom,,Britannia Pharmaceuticals,,XX,Undefined,Research & Development,Research & Development,99845.78,,,
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,,
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,16.13,
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,,5
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Fee for service and consultancy,Fees,2300,,,
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,16.13,
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,5
CEB Pharma Limited,_,.,CEB Pharma Limited,,,Miscellaneous,CEB Pharma Limited,United Kingdom,,CEB Pharma Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,188.17,,,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,96,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,27
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Contribution to costs of Events,Registration Fees,12730.47,,,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,66.19,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,47
