Company Name,Title,First Name,Last Name,Organisation Name,Location,Speciality,City,Country of Principal Practice,Institution Name,Address Line1,Address Line2,Post Code,County,TOV Category,TOV Type,Amount,Joint Working Link,% of all HCP HCO in Aggregate,No of HCP HCO in Aggregate
Amdipharm Mercury Company Ltd,_,Amdipharm Mercury Company Ltd,Amdipharm Mercury Company Ltd,,,Miscellaneous,Amdipharm Mercury Company Ltd,United Kingdom,,Amdipharm Mercury Company Ltd,,XX,Undefined,Fee for service and consultancy,Fees,11180,,,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,18,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,6
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,2988.17,,,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,27,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,22
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,6604.05,,,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,24,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,49
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Fee for service and consultancy,Fees,92953.14,,,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,19,
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,51
Amgen Ltd,_,Amgen Ltd,Amgen Ltd,,,Miscellaneous,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,52726.61,,,
Amgen Ltd,,,,"Amgen Ltd,Amgen Ltd",,,Amgen Ltd,United Kingdom,,Amgen Ltd,,XX,Undefined,Research & Development,Research & Development,6169871.33,,,
ApoPharma Inc,_,ApoPharma Inc,ApoPharma Inc,,,Miscellaneous,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,50,
ApoPharma Inc,_,ApoPharma Inc,ApoPharma Inc,,,Miscellaneous,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,4
ApoPharma Inc,_,ApoPharma Inc,ApoPharma Inc,,,Miscellaneous,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,35966.78,,,
ApoPharma Inc,_,ApoPharma Inc,ApoPharma Inc,,,Miscellaneous,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Fee for service and consultancy,Fees,0,,75,
ApoPharma Inc,_,ApoPharma Inc,ApoPharma Inc,,,Miscellaneous,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Fee for service and consultancy,Fees,0,,,6
ApoPharma Inc,_,ApoPharma Inc,ApoPharma Inc,,,Miscellaneous,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Fee for service and consultancy,Fees,51764.03,,,
ApoPharma Inc,,,,ApoPharma Inc,,,ApoPharma Inc,United Kingdom,,ApoPharma Inc,,XX,Undefined,Research & Development,Research & Development,132569.83,,,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,51.45,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,231
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,112571.27,,,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,42.62,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,488
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,207886.44,,,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,46.88,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,391
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Fees,409569.35,,,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,34.17,
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,190
Astellas Pharma Ltd,_,Astellas Pharma Ltd,Astellas Pharma Ltd,,,Miscellaneous,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,79564.64,,,
Astellas Pharma Ltd,,,,Astellas Pharma Ltd,,,Astellas Pharma Ltd,United Kingdom,,Astellas Pharma Ltd,,XX,Undefined,Research & Development,Research & Development,2339198.1,,,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,16,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,8
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Contribution to costs of Events,Registration Fees,4996.42,,,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,16.58,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,91
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,432955,,,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Fee for service and consultancy,Fees,0,,8,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Fee for service and consultancy,Fees,0,,,139
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Fee for service and consultancy,Fees,663448,,,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,16.32,
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,62
AstraZeneca,_,AstraZeneca,AstraZeneca,,,Miscellaneous,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,59638,,,
AstraZeneca,,,,AstraZeneca,,,AstraZeneca,United Kingdom,,AstraZeneca,,XX,Undefined,Research & Development,Research & Development,35207518.13,,,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,11
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,2450,,,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,80,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,16
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,3803.74,,,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,72.7,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,24
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Fee for service and consultancy,Fees,12497.5,,,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,87.5,
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,21
BGP Products Ltd,_,BGP Products Ltd,BGP Products Ltd,,,Miscellaneous,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,28447.49,,,
BGP Products Ltd,,,,BGP Products Ltd,,,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,2,
BGP Products Ltd,,,,BGP Products Ltd,,,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,1
BGP Products Ltd,,,,BGP Products Ltd,,,BGP Products Ltd,United Kingdom,,BGP Products Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,200,,,
Bausch & Lomb UK Ltd,_,Bausch & Lomb UK Ltd,Bausch & Lomb UK Ltd,,,Miscellaneous,Bausch & Lomb UK Ltd,United Kingdom,,Bausch & Lomb UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,0.14,
Bausch & Lomb UK Ltd,_,Bausch & Lomb UK Ltd,Bausch & Lomb UK Ltd,,,Miscellaneous,Bausch & Lomb UK Ltd,United Kingdom,,Bausch & Lomb UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,2
Bausch & Lomb UK Ltd,_,Bausch & Lomb UK Ltd,Bausch & Lomb UK Ltd,,,Miscellaneous,Bausch & Lomb UK Ltd,United Kingdom,,Bausch & Lomb UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,10078,,,
Bausch & Lomb UK Ltd,_,Bausch & Lomb UK Ltd,Bausch & Lomb UK Ltd,,,Miscellaneous,Bausch & Lomb UK Ltd,United Kingdom,,Bausch & Lomb UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,0.02,
Bausch & Lomb UK Ltd,_,Bausch & Lomb UK Ltd,Bausch & Lomb UK Ltd,,,Miscellaneous,Bausch & Lomb UK Ltd,United Kingdom,,Bausch & Lomb UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,2
Bausch & Lomb UK Ltd,_,Bausch & Lomb UK Ltd,Bausch & Lomb UK Ltd,,,Miscellaneous,Bausch & Lomb UK Ltd,United Kingdom,,Bausch & Lomb UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,286.8,,,
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,2.86,
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,2
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,10076,,,
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,8.57,
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,6
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,8878,,,
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,5.71,
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,4
Baxalta UK Ltd,_,Baxalta UK Ltd,Baxalta UK Ltd,,,Miscellaneous,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,907.05,,,
Baxalta UK Ltd,,,,Baxalta UK Ltd,,,Baxalta UK Ltd,United Kingdom,,Baxalta UK Ltd,,XX,Undefined,Research & Development,Research & Development,190827,,,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,42,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,5
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,2061,,,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,24,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,177
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,21883.32,,,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,24,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,46
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Fees,31053.42,,,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,9,
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,8
Baxter Healthcare Ltd,_,Baxter Healthcare Ltd,Baxter Healthcare Ltd,,,Miscellaneous,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,813.72,,,
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,10,
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,6
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,6930,,,
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,13,
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,,1
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,15000,,,
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,50,
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,2
Baxter Healthcare Ltd,,,,Baxter Healthcare Ltd,,,Baxter Healthcare Ltd,United Kingdom,,Baxter Healthcare Ltd,,XX,Undefined,Fee for service and consultancy,Fees,2500,,,
Bayer Plc,_,Bayer Plc,Bayer Plc,,,Miscellaneous,Bayer Plc,United Kingdom,,Bayer Plc,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,70,
Bayer Plc,_,Bayer Plc,Bayer Plc,,,Miscellaneous,Bayer Plc,United Kingdom,,Bayer Plc,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,231
Bayer Plc,_,Bayer Plc,Bayer Plc,,,Miscellaneous,Bayer Plc,United Kingdom,,Bayer Plc,,XX,Undefined,Contribution to costs of Events,Registration Fees,164684.86,,,
